# time,left_s0,left_s1,left_e0,left_e1,left_w0,left_w1,left_w2,right_s0,right_s1,right_e0,right_e1,right_w0,right_w1,right_w2
5.699999999999999512e-01,-2.061033393040952733e-01,-1.026405012189461452e+00,-5.766317455734619735e-01,1.893935238055378223e+00,-1.671791202176147850e+00,7.447812736125668520e-01,7.038247218588458143e-01,-2.223999999999999866e-01,-4.099999999999999756e-01,1.367899999999999894e+00,1.747600000000000042e+00,7.939999999999999836e-02,1.910000000000000031e-01,3.589999999999999858e-01
5.799999999999999600e-01,-2.062636753080166196e-01,-1.028321108566627728e+00,-5.757245466906804054e-01,1.891861267462163099e+00,-1.664845537012052956e+00,7.450691342965792829e-01,6.962709976902928810e-01,-2.223999999999999866e-01,-4.133999999999999897e-01,1.366000000000000103e+00,1.745300000000000074e+00,7.860000000000000320e-02,1.937000000000000111e-01,3.615999999999999770e-01
5.899999999999999689e-01,-2.064964094218314783e-01,-1.029398348865663948e+00,-5.742453957299001877e-01,1.889355421717537009e+00,-1.657286675576175483e+00,7.452781350669662741e-01,6.886492901650399512e-01,-2.220000000000000029e-01,-4.161000000000000254e-01,1.365599999999999925e+00,1.743000000000000105e+00,7.939999999999999836e-02,1.967000000000000137e-01,3.643000000000000127e-01
5.999999999999999778e-01,-2.073005875555864463e-01,-1.030461019485959584e+00,-5.731271558124445553e-01,1.886837020235571760e+00,-1.650214885806093434e+00,7.452224866348040599e-01,6.805276682153866830e-01,-2.212999999999999967e-01,-4.198999999999999955e-01,1.363299999999999956e+00,1.740299999999999958e+00,7.860000000000000320e-02,1.993999999999999939e-01,3.665999999999999814e-01
6.099999999999999867e-01,-2.074638628500446724e-01,-1.031788196541632008e+00,-5.717412547892880559e-01,1.883576742188070030e+00,-1.644074848585403759e+00,7.452131287656084124e-01,6.739183283898889654e-01,-2.205000000000000016e-01,-4.229999999999999871e-01,1.362200000000000077e+00,1.737600000000000033e+00,7.670000000000000429e-02,2.028999999999999970e-01,3.689000000000000057e-01
6.199999999999999956e-01,-2.077989598583011854e-01,-1.032218019750146043e+00,-5.700850479725078079e-01,1.881513666648865213e+00,-1.637936187534804411e+00,7.449205788887084401e-01,6.673423496620027873e-01,-2.200999999999999901e-01,-4.260999999999999788e-01,1.360600000000000032e+00,1.734499999999999931e+00,7.710000000000000187e-02,2.058999999999999997e-01,3.704999999999999960e-01
6.300000000000000044e-01,-2.090990952740784947e-01,-1.033530567511640630e+00,-5.694133250630399878e-01,1.879033202638937139e+00,-1.632842863906325714e+00,7.441747904347754128e-01,6.610807041259211259e-01,-2.197000000000000064e-01,-4.290999999999999814e-01,1.358700000000000019e+00,1.732599999999999918e+00,7.589999999999999525e-02,2.081999999999999962e-01,3.728000000000000203e-01
6.400000000000000133e-01,-2.093680046885446622e-01,-1.034612611514283520e+00,-5.678765257660758348e-01,1.876199545651725309e+00,-1.627500553878626244e+00,7.437232926290185953e-01,6.563202702241949238e-01,-2.185999999999999888e-01,-4.321999999999999731e-01,1.357199999999999962e+00,1.729899999999999993e+00,7.549999999999999767e-02,2.112999999999999878e-01,3.739000000000000101e-01
6.500000000000000222e-01,-2.088224972335531449e-01,-1.035933154298501746e+00,-5.658572018772363155e-01,1.873388202539237213e+00,-1.622022433535660557e+00,7.433626671108348738e-01,6.495163961629758509e-01,-2.174000000000000099e-01,-4.356999999999999762e-01,1.356000000000000094e+00,1.728399999999999936e+00,7.439999999999999392e-02,2.144000000000000072e-01,3.750999999999999890e-01
6.600000000000000311e-01,-2.105319747322667301e-01,-1.037033352506086858e+00,-5.648576519808877761e-01,1.870487200752429136e+00,-1.616568907405578681e+00,7.421088668414519418e-01,6.434348682921813278e-01,-2.170999999999999874e-01,-4.383000000000000229e-01,1.354100000000000081e+00,1.726499999999999924e+00,7.320000000000000118e-02,2.167000000000000037e-01,3.758000000000000229e-01
6.700000000000000400e-01,-2.102135798715137061e-01,-1.036788405812717917e+00,-5.628278875218943877e-01,1.868101086477803374e+00,-1.612452294003648312e+00,7.417393142797789052e-01,6.397358868611712213e-01,-2.159000000000000086e-01,-4.405999999999999917e-01,1.352600000000000025e+00,1.724199999999999955e+00,7.290000000000000646e-02,2.194000000000000117e-01,3.761999999999999789e-01
6.800000000000000488e-01,-2.116106417523350991e-01,-1.037338406005170688e+00,-5.612281112695020058e-01,1.865611562788643596e+00,-1.606238176438731458e+00,7.407482621181262772e-01,6.360505394873643414e-01,-2.151000000000000134e-01,-4.433000000000000274e-01,1.350300000000000056e+00,1.720699999999999896e+00,7.249999999999999500e-02,2.232000000000000095e-01,3.765999999999999903e-01
6.899999999999999467e-01,-2.119819033831887023e-01,-1.038368837625670782e+00,-5.590785398287989594e-01,1.862469167046481022e+00,-1.601195605005837352e+00,7.392148760850227873e-01,6.319361210972972431e-01,-2.147999999999999909e-01,-4.467999999999999750e-01,1.348400000000000043e+00,1.718800000000000106e+00,7.290000000000000646e-02,2.263000000000000012e-01,3.765999999999999903e-01
6.999999999999999556e-01,-2.127899329202899703e-01,-1.039689609598862585e+00,-5.576960517348695801e-01,1.859227559498770832e+00,-1.596264850649792510e+00,7.383960143949807042e-01,6.279054065873151957e-01,-2.139999999999999958e-01,-4.490999999999999992e-01,1.346500000000000030e+00,1.716499999999999915e+00,7.209999999999999742e-02,2.293000000000000038e-01,3.765999999999999903e-01
7.100999999999999535e-01,-2.131815070027068271e-01,-1.040315897341680174e+00,-5.561029622732647226e-01,1.857609816090015853e+00,-1.591498753810497879e+00,7.378371077081620211e-01,6.236120669976660258e-01,-2.124999999999999944e-01,-4.521000000000000019e-01,1.345299999999999940e+00,1.713100000000000067e+00,7.209999999999999742e-02,2.320000000000000118e-01,3.770000000000000018e-01
7.199999999999999734e-01,-2.141200857699923354e-01,-1.041862764860074675e+00,-5.552126962210014449e-01,1.855602733446876318e+00,-1.587327427538059110e+00,7.370171292991226641e-01,6.226635016197957784e-01,-2.112999999999999878e-01,-4.547999999999999821e-01,1.342999999999999972e+00,1.711200000000000054e+00,7.169999999999999984e-02,2.354999999999999871e-01,3.774000000000000132e-01
