# time,left_s0,left_s1,left_e0,left_e1,left_w0,left_w1,left_w2,right_s0,right_s1,right_e0,right_e1,right_w0,right_w1,right_w2
5.899999999999999689e-01,-6.288627745717496609e-01,-1.121178230646782348e+00,-1.001700724926151212e-02,1.919629791533967067e+00,-1.771925378936006323e+00,9.937330857436431630e-01,6.436137169350060194e-01,-2.220000000000000029e-01,-4.161000000000000254e-01,1.365599999999999925e+00,1.743000000000000105e+00,7.939999999999999836e-02,1.967000000000000137e-01,3.643000000000000127e-01
5.999999999999999778e-01,-6.060416090900200281e-01,-1.121080259897074161e+00,-3.962286708340413688e-02,1.916699263441662193e+00,-1.761690043381010540e+00,9.811116300976810978e-01,6.406428628731086761e-01,-2.212999999999999967e-01,-4.198999999999999955e-01,1.363299999999999956e+00,1.740299999999999958e+00,7.860000000000000320e-02,1.993999999999999939e-01,3.665999999999999814e-01
6.099999999999999867e-01,-6.013129351119358423e-01,-1.121646238445328292e+00,-4.436481559670799740e-02,1.913274909219763620e+00,-1.755953105744691989e+00,9.781724839578519459e-01,6.364449832715047828e-01,-2.205000000000000016e-01,-4.229999999999999871e-01,1.362200000000000077e+00,1.737600000000000033e+00,7.670000000000000429e-02,2.028999999999999970e-01,3.689000000000000057e-01
6.199999999999999956e-01,-5.621290217735487316e-01,-1.119327261031646703e+00,-9.442515471819150352e-02,1.910134050887190682e+00,-1.742852693060853886e+00,9.569932528572457908e-01,6.361766639561844405e-01,-2.200999999999999901e-01,-4.260999999999999788e-01,1.360600000000000032e+00,1.734499999999999931e+00,7.710000000000000187e-02,2.058999999999999997e-01,3.704999999999999960e-01
6.300000000000000044e-01,-5.595771325911272909e-01,-1.120024456217913800e+00,-9.861486654292922482e-02,1.907515576958921377e+00,-1.737908443139289716e+00,9.538759633766933366e-01,6.317205429777930092e-01,-2.197000000000000064e-01,-4.290999999999999814e-01,1.358700000000000019e+00,1.732599999999999918e+00,7.589999999999999525e-02,2.081999999999999962e-01,3.728000000000000203e-01
6.400000000000000133e-01,-5.558758149408566940e-01,-1.120286848099645960e+00,-1.020912042968705608e-01,1.904481672561489702e+00,-1.732780159607324233e+00,9.510066632380835827e-01,6.288035061207494225e-01,-2.185999999999999888e-01,-4.321999999999999731e-01,1.357199999999999962e+00,1.729899999999999993e+00,7.549999999999999767e-02,2.112999999999999878e-01,3.739000000000000101e-01
6.500000000000000222e-01,-5.302457655017104310e-01,-1.118787167429707408e+00,-1.329232051524141256e-01,1.900673089174701014e+00,-1.722703554596183073e+00,9.369162591073049162e-01,6.260126279208299005e-01,-2.174000000000000099e-01,-4.356999999999999762e-01,1.356000000000000094e+00,1.728399999999999936e+00,7.439999999999999392e-02,2.144000000000000072e-01,3.750999999999999890e-01
6.600000000000000311e-01,-5.249481991558780924e-01,-1.118829961144646834e+00,-1.409447509640414931e-01,1.897460229406425114e+00,-1.716676375355010942e+00,9.316253157562055520e-01,6.219488269518038681e-01,-2.170999999999999874e-01,-4.383000000000000229e-01,1.354100000000000081e+00,1.726499999999999924e+00,7.320000000000000118e-02,2.167000000000000037e-01,3.758000000000000229e-01
6.700000000000000400e-01,-4.863801418657106024e-01,-1.113653243486897981e+00,-1.892964599339847787e-01,1.893211382435011636e+00,-1.704345900063617858e+00,9.105807331306333685e-01,6.226938086350368717e-01,-2.159000000000000086e-01,-4.405999999999999917e-01,1.352600000000000025e+00,1.724199999999999955e+00,7.290000000000000646e-02,2.194000000000000117e-01,3.761999999999999789e-01
6.800000000000000488e-01,-4.776839544247092340e-01,-1.112438848013817205e+00,-2.009142848716020391e-01,1.890145028665017657e+00,-1.696654287254257376e+00,9.039031183993818663e-01,6.212050924323103684e-01,-2.151000000000000134e-01,-4.433000000000000274e-01,1.350300000000000056e+00,1.720699999999999896e+00,7.249999999999999500e-02,2.232000000000000095e-01,3.765999999999999903e-01
6.899999999999999467e-01,-4.685867788607154805e-01,-1.111572578102621556e+00,-2.111582142272895313e-01,1.886397806800795607e+00,-1.689999696818590191e+00,8.968515332872497581e-01,6.189161197573322948e-01,-2.147999999999999909e-01,-4.467999999999999750e-01,1.348400000000000043e+00,1.718800000000000106e+00,7.290000000000000646e-02,2.263000000000000012e-01,3.765999999999999903e-01
6.999999999999999556e-01,-4.853343580468565954e-01,-1.114730193568794103e+00,-1.884448514282125731e-01,1.883971732528154419e+00,-1.689982794137959710e+00,9.044000141399478609e-01,6.146860386665242704e-01,-2.139999999999999958e-01,-4.490999999999999992e-01,1.346500000000000030e+00,1.716499999999999915e+00,7.209999999999999742e-02,2.293000000000000038e-01,3.765999999999999903e-01
7.100999999999999535e-01,-4.582502359128105551e-01,-1.111007167862762879e+00,-2.232663357615698174e-01,1.880771018293216690e+00,-1.678714441520282596e+00,8.885876430868188125e-01,6.134439625383278916e-01,-2.124999999999999944e-01,-4.521000000000000019e-01,1.345299999999999940e+00,1.713100000000000067e+00,7.209999999999999742e-02,2.320000000000000118e-01,3.770000000000000018e-01
7.199999999999999734e-01,-4.984966416252997745e-01,-1.117677199071094751e+00,-1.701158582385610685e-01,1.880839928963418117e+00,-1.685343446998835093e+00,9.088626155785093363e-01,6.105329933462523284e-01,-2.112999999999999878e-01,-4.547999999999999821e-01,1.342999999999999972e+00,1.711200000000000054e+00,7.169999999999999984e-02,2.354999999999999871e-01,3.774000000000000132e-01
